Name,License number,Address,Start of validity,End of validity,latitude,longitude,scrape_status,maps_place,maps_url
Nagyvadász Bt.,DKE1600000107,"1108 Budapest,
 Tavas utca 1. C.
 épület földszint
 18. ajtó",2024.12.09,2033.06.30,47.4689188,19.1653193,no_place,,"https://www.google.com/maps/search/1108+Budapest,%0A+Tavas+utca+1.+C.%0A+%C3%A9p%C3%BClet+f%C3%B6ldszint%0A+18.+ajt%C3%B3/@47.4677098,19.1635913,17z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Nájkopex Trafik Bt.,DKE1010000247,"1203 Budapest, Topánka HRSZ. 170204/10",2024.03.20,2033.06.30,47.4385543,19.1012851,ok,Szelektív hulladékgyűjtő,"https://www.google.com/maps/place/Szelekt%C3%ADv+hullad%C3%A9kgy%C5%B1jt%C5%91/@47.4385543,19.1012851,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c300656d1f73:0xfaf255daf11a9a23!8m2!3d47.4385543!4d19.1012851!16s%2Fg%2F11wvcvs1mt?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Nájkopex Trafik Bt.,DKE1010000257,"1118 Budapest, Jagelló út 4/A.",2024.03.20,2033.06.30,47.4861756,19.0236755,ok,"Budapest, Jagelló út 4a, 1118 Hungary","https://www.google.com/maps/place/Budapest,+Jagell%C3%B3+%C3%BAt+4a,+1118+Hungary/@47.4861756,19.0236755,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc2c55ac3db3:0x47c38ea32fbc5897!8m2!3d47.4861756!4d19.0236755!16s%2Fg%2F11fwhly6sk?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Nájkopex Trafik Bt.,DKE1010000259,"1203 Budapest, Kossuth Lajos utca 31/b",2024.03.20,2033.06.30,47.4373455,19.1011351,ok,"Budapest, Kossuth Lajos utca 31b, 1203 Hungary","https://www.google.com/maps/place/Budapest,+Kossuth+Lajos+utca+31b,+1203+Hungary/@47.4373455,19.1011351,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c2ad00a6704b:0x2efce112c94c7087!8m2!3d47.4373455!4d19.1011351!16s%2Fg%2F11q2nl9crz?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
NANE 3000 Bt.,DKE1700000077,"1048 Budapest, Ügető utca 2.",2026.03.12,2033.06.30,47.5811212,19.1150281,ok,"Budapest, Ügető u. 2, 1048 Hungary","https://www.google.com/maps/place/Budapest,+%C3%9Cget%C5%91+u.+2,+1048+Hungary/@47.5811212,19.1150281,17z/data=!3m1!4b1!4m6!3m5!1s0x4741da7222eeb263:0x691bdda92f104ab5!8m2!3d47.5811212!4d19.1150281!16s%2Fg%2F11nnkr092j?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
NANE 3000 Bt.,DKE1700000078,"1048 Budapest, Kordován tér 13.",2026.03.12,2033.06.30,47.5866703,19.1130252,ok,"Budapest, Kordován tér 13, 1048 Hungary","https://www.google.com/maps/place/Budapest,+Kordov%C3%A1n+t%C3%A9r+13,+1048+Hungary/@47.5866703,19.1130252,17z/data=!3m1!4b1!4m6!3m5!1s0x4741da74c89ea51b:0x18e93fa9ec7617ea!8m2!3d47.5866703!4d19.1130252!16s%2Fg%2F11c1512pmw?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Naphegy Tabak Bt.,DKE1010000263,1118 Budapest 11. ker. Sasadi út 83.,2013.07.01,2033.06.30,47.4735415,19.0083162,ok,"Budapest, Sasadi út 83, 1118 Hungary","https://www.google.com/maps/place/Budapest,+Sasadi+%C3%BAt+83,+1118+Hungary/@47.4735415,19.0083162,17z/data=!3m1!4b1!4m6!3m5!1s0x4741ddd9a984fc2b:0xf3300af8e37c89df!8m2!3d47.4735415!4d19.0083162!16s%2Fg%2F11jn4f5m11?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Naphegy Tabak Bt.,DKE1700000203,1016 Budapest 01. ker. Naphegy tér 3.,2013.07.01,2033.06.30,47.492905,19.0322556,ok,"Budapest, Naphegy tér 3, 1016 Hungary","https://www.google.com/maps/place/Budapest,+Naphegy+t%C3%A9r+3,+1016+Hungary/@47.492905,19.0322556,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc3aadcb987b:0x2cfa4f574af4f662!8m2!3d47.492905!4d19.0322556!16s%2Fg%2F11snqx26cb?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Naphegy Tabak Bt.,DKE1700000204,1015 Budapest 01. ker. Batthyány utca 28,2013.07.01,2033.06.30,47.507,19.0377314,ok,Budapest 15 posta,"https://www.google.com/maps/place/Budapest+15+posta/@47.507,19.0377314,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc1bd2101e31:0x9e1ae21050d08ed5!8m2!3d47.507!4d19.0377314!16s%2Fg%2F11xbnt61c?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Natrade Dohány Bt,DKE1010000293,1212 Budapest 21. ker. Deák Ferenc tér 1.,2013.07.01,2033.06.30,47.4974057,19.0550071,no_place,,"https://www.google.com/maps/search/1212+Budapest+21.+ker.+De%C3%A1k+Ferenc+t%C3%A9r+1./@47.431268,19.073217,17z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Natrade Dohány Bt,DKE1700000155,1024 Budapest 02. ker. Lövőház utca 2-6,2013.07.01,2033.06.30,47.5088117,19.0261626,ok,"Budapest, Lövőház u. 2-6, 1024 Hungary","https://www.google.com/maps/place/Budapest,+L%C3%B6v%C5%91h%C3%A1z+u.+2-6,+1024+Hungary/@47.5089782,19.0259038,18z/data=!3m1!4b1!4m6!3m5!1s0x4741dea0b4b80e77:0x2b785d31363a60c2!8m2!3d47.5088117!4d19.0261626!16s%2Fg%2F11bytnm_g9?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Natrade Dohány Bt,DKE1700000156,1024 Budapest 02. ker. Lövőház utca 12,2013.07.01,2033.06.30,47.5089622,19.0248282,no_place,,"https://www.google.com/maps/search/1024+Budapest+02.+ker.+L%C3%B6v%C5%91h%C3%A1z+utca+12/@47.5092486,19.0257208,18z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Natrade Dohány Bt.,DKE1010000248,"1211 Budapest, Központi út 18.",2026.01.12,2033.06.30,47.4304698,19.0616058,ok,"Budapest, Központi út 18, 1211 Hungary","https://www.google.com/maps/place/Budapest,+K%C3%B6zponti+%C3%BAt+18,+1211+Hungary/@47.4304698,19.0616058,17z/data=!3m1!4b1!4m6!3m5!1s0x4741e78cbc8db83d:0x86edc7761fce08e7!8m2!3d47.4304698!4d19.0616058!16s%2Fg%2F11nr87hlxx?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Natrade Dohány Bt.,DKE1700000237,"1024 Budapest, Margit körút 69.",2023.05.05,2033.06.30,47.510387,19.0297028,ok,"Budapest, Margit körút 69, 1024 Hungary","https://www.google.com/maps/place/Budapest,+Margit+k%C3%B6r%C3%BAt+69,+1024+Hungary/@47.510387,19.0297028,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc1d803cd099:0xa10cde8de00f100f!8m2!3d47.510387!4d19.0297028!16s%2Fg%2F11pw53gxnk?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
NEDO Dohány Kereskedelmi Bt.,DKE1010000028,"1211 Budapest, Kossuth Lajos utca 87.",2022.01.31,2033.06.30,47.4224676,19.0410054,no_place,,"https://www.google.com/maps/search/1211+Budapest,+Kossuth+Lajos+utca+87./@47.4352078,19.0919516,13z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
NEDO Dohány Kereskedelmi Bt.,DKE1010000034,"1211 Budapest, Szent Imre tér 1.",2022.01.31,2033.06.30,47.4311889,19.0691896,ok,"Budapest, Szent Imre tér 1, 1211 Hungary","https://www.google.com/maps/place/Budapest,+Szent+Imre+t%C3%A9r+1,+1211+Hungary/@47.4311889,19.0691896,17z/data=!3m1!4b1!4m6!3m5!1s0x4741e7f47bd1920d:0x591fa4fe83ba5526!8m2!3d47.4311889!4d19.0691896!16s%2Fg%2F11ts_vtf7d?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
NEDO Dohány Kereskedelmi Bt.,DKE1010000048,"1184 Budapest, Lakatos utca 7.",2022.01.31,2033.06.30,47.4505196,19.1727058,ok,"Budapest, Lakatos út 7, 1184 Hungary","https://www.google.com/maps/place/Budapest,+Lakatos+%C3%BAt+7,+1184+Hungary/@47.4505196,19.1727058,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c256d127fc51:0x707f674f612a5840!8m2!3d47.4505196!4d19.1727058!16s%2Fg%2F11rjqn02x9?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Negretto Bt.,DKE1600000077,1145 Budapest 14. ker. Róna utca 125.,2013.07.01,2033.06.30,47.5147499,19.1111056,ok,"Budapest, Róna u. 125, 1145 Hungary","https://www.google.com/maps/place/Budapest,+R%C3%B3na+u.+125,+1145+Hungary/@47.5147499,19.1111056,17z/data=!3m1!4b1!4m6!3m5!1s0x4741db647b6b48f7:0x1591f5fe887e8240!8m2!3d47.5147499!4d19.1111056!16s%2Fg%2F11q3zlkjf0?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Nemes Tobacco Bt,DKE1700000119,1042 Budapest 04. ker. Árpád út 62,2013.07.01,2033.06.30,47.5607793,19.0873067,ok,"Budapest, Árpád út 62, 1042 Hungary","https://www.google.com/maps/place/Budapest,+%C3%81rp%C3%A1d+%C3%BAt+62,+1042+Hungary/@47.5607793,19.0873067,17z/data=!3m1!4b1!4m6!3m5!1s0x4741da36ce85b8fd:0x4e6a2c72afb7fb61!8m2!3d47.5607793!4d19.0873067!16s%2Fg%2F11yb044chs?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Nemes Tobacco Bt,DKE1700000120,1042 Budapest 04. ker. Árpád út 95,2013.07.01,2033.06.30,47.5596915,19.0944587,ok,"Budapest, Árpád út 95, 1042 Hungary","https://www.google.com/maps/place/Budapest,+%C3%81rp%C3%A1d+%C3%BAt+95,+1042+Hungary/@47.5596915,19.0944587,17z/data=!3m1!4b1!4m6!3m5!1s0x4741da49c55aaac5:0x66cf59f368f0d000!8m2!3d47.5596915!4d19.0944587!16s%2Fg%2F11rxq23g77?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Nemes Tobacco Bt.,DKE1700000112,"1041 Budapest, Rózsa utca 73. földszint 3.",2026.04.23,2033.06.30,47.5638951,19.1002472,ok,Judit Fashion,"https://www.google.com/maps/place/Judit+Fashion/@47.5638951,19.1002472,17z/data=!3m1!4b1!4m6!3m5!1s0x4741db7b4a8deff7:0xf62bb16cb2e025b0!8m2!3d47.5638951!4d19.1002472!16s%2Fg%2F11rqqv66lr?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Nemes-Tabak Bt,DKE1600000162,1173 Budapest 17. ker. Pesti út 211.,2013.07.01,2033.06.30,47.4775997,19.2620652,ok,"Budapest, Pesti út 211, 1173 Hungary","https://www.google.com/maps/place/Budapest,+Pesti+%C3%BAt+211,+1173+Hungary/@47.4775997,19.2620652,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c14e798c5ae7:0x5fc60884321c874d!8m2!3d47.4775997!4d19.2620652!16s%2Fg%2F11j34kmk9r?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Nemesdaróczi és Társa Bt,DKE1010000087,1116 Budapest 11. ker. Fehérvári út 182.,2013.07.01,2033.06.30,47.4485265,19.0381689,ok,"Budapest, Fehérvári út 182, 1116 Hungary","https://www.google.com/maps/place/Budapest,+Feh%C3%A9rv%C3%A1ri+%C3%BAt+182,+1116+Hungary/@47.4485265,19.0381689,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dd84835da73f:0x151dd1c7cadddf61!8m2!3d47.4485265!4d19.0381689!16s%2Fg%2F11n9vl23v2?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Németh László,DKE1600000005,"1101 Budapest, Üllői út 124/B.",2021.12.13,2033.06.30,47.4698297,19.1155051,ok,"Budapest, Üllői út 124b, 1101 Hungary","https://www.google.com/maps/place/Budapest,+%C3%9Cll%C5%91i+%C3%BAt+124b,+1101+Hungary/@47.4698297,19.1155051,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dcd5b03f1bc1:0x629ca2404f4b8d01!8m2!3d47.4698297!4d19.1155051!16s%2Fg%2F11rp44q671?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Németh-Tabak Bt,DKE1600000146,1149 Budapest 14. ker. Bosnyák tér 15.,2013.07.01,2033.06.30,47.5200793,19.1124528,ok,"Budapest, Bosnyák tér 15, 1149 Hungary","https://www.google.com/maps/place/Budapest,+Bosny%C3%A1k+t%C3%A9r+15,+1149+Hungary/@47.5200793,19.1124528,17z/data=!3m1!4b1!4m6!3m5!1s0x4741db6f94bc91cd:0xed02111bd6e2c181!8m2!3d47.5200793!4d19.1124528!16s%2Fg%2F11fwhln4gt?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
NET-DOHÁNYBOLTOK.hu Bt.,DKE1010000017,"1119 Budapest, Etele tér 3.",2022.07.21,2033.06.30,47.4656728,19.0233668,ok,"Budapest, Etele tér 3, 1115 Hungary","https://www.google.com/maps/place/Budapest,+Etele+t%C3%A9r+3,+1115+Hungary/@47.4656728,19.0233668,17z/data=!3m1!4b1!4m6!3m5!1s0x4741ddc1a70cb077:0x9e29ed451e71878a!8m2!3d47.4656728!4d19.0233668!16s%2Fg%2F11fwhmmstq?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Netti Trafik Bt.,DKE1010000310,"1095 Budapest, Soroksári út 56.",2021.11.22,2033.06.30,47.47109,19.0736002,ok,"Budapest, Soroksári út 56, 1095 Hungary","https://www.google.com/maps/place/Budapest,+Soroks%C3%A1ri+%C3%BAt+56,+1095+Hungary/@47.47109,19.0736002,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dd0312b98227:0xc7acf4e3ddb3a10a!8m2!3d47.47109!4d19.0736002!16s%2Fg%2F11rg5zd1vf?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Nívó-Trafik Bt.,DKE1700000091,1039 Budapest 03. ker. Boglár utca 5.,2013.07.01,2033.06.30,47.596356,19.061962,ok,"Budapest, Boglár u. 5, 1039 Hungary","https://www.google.com/maps/place/Budapest,+Bogl%C3%A1r+u.+5,+1039+Hungary/@47.596356,19.061962,17z/data=!3m1!4b1!4m6!3m5!1s0x4741d9e0f6eadf57:0x1efe28232c34a839!8m2!3d47.596356!4d19.061962!16s%2Fg%2F11c5nfdhwz?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Nívó-Trafik Bt.,DKE1700000097,1031 Budapest 03. ker. Római tér 1.,2013.07.01,2033.06.30,47.5686962,19.0497871,ok,"Budapest, Római tér 1, 1031 Hungary","https://www.google.com/maps/place/Budapest,+R%C3%B3mai+t%C3%A9r+1,+1031+Hungary/@47.5686962,19.0497871,17z/data=!3m1!4b1!4m6!3m5!1s0x4741d99a37908d43:0xa9f86a77f0c7ce9!8m2!3d47.5686962!4d19.0497871!16s%2Fg%2F11cs968287?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
NORTORF Bt.,DKE1700000084,"1051 Budapest, Hercegprímás utca 2.",2023.07.21,2033.06.30,47.4995423,19.0531937,ok,"Budapest, Hercegprímás u. 2, 1051 Hungary","https://www.google.com/maps/place/Budapest,+Hercegpr%C3%ADm%C3%A1s+u.+2,+1051+Hungary/@47.4995423,19.0531937,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc6a99d78269:0xd7aec4f43b0b754!8m2!3d47.4995423!4d19.0531937!16s%2Fg%2F11yjll965s?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Nyolcpipa Bt.,DKE1600000114,"1085 Budapest, Üllői út 6. földszint 33-34. ajtó",2025.06.25,2033.06.30,47.4867816,19.0677292,no_place,,"https://www.google.com/maps/search/1085+Budapest,+%C3%9Cll%C5%91i+%C3%BAt+6.+f%C3%B6ldszint+33-34.+ajt%C3%B3/@47.4858203,19.0725569,16z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Nyolcpipa Bt.,DKE1600000115,"1082 Budapest, Leonardo Da Vinci utca 23.",2025.06.25,2033.06.30,47.4860121,19.0769071,ok,"Budapest, Leonardo da Vinci utca 23, 1082 Hungary","https://www.google.com/maps/place/Budapest,+Leonardo+da+Vinci+utca+23,+1082+Hungary/@47.4860121,19.0769071,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dcf713c81fbd:0xc16a31a35172ef30!8m2!3d47.4860121!4d19.0769071!16s%2Fg%2F11q2nb2vzz?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Ónodi Trafik Bt,DKE1600000028,1102 Budapest 10. ker. Liget utca 40.,2013.07.01,2033.06.30,47.4894654,19.1335101,ok,"Budapest, Liget u. 40, 1102 Hungary","https://www.google.com/maps/place/Budapest,+Liget+u.+40,+1102+Hungary/@47.4894654,19.1335101,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dcb4ada74617:0x18d55480761277fd!8m2!3d47.4894654!4d19.1335101!16s%2Fg%2F11vwy499wf?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Opport-ZCS Bt.,DKE1600000157,"1102 Budapest, Kőrösi Csoma Sándor sétány 16/E",2026.07.24,2033.06.30,47.4850942,19.1307327,ok,"Budapest, Kőrösi Csoma stny. 16, 1102 Hungary","https://www.google.com/maps/place/Budapest,+K%C5%91r%C3%B6si+Csoma+stny.+16,+1102+Hungary/@47.4850942,19.1307327,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c33554b061cf:0x7d5a4cb744a45f2d!8m2!3d47.4850942!4d19.1307327!16s%2Fg%2F11m_l3x5rb?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Orczy Tabak Bt,DKE1600000052,1089 Budapest 08. ker. Orczy út 46-48,2013.07.01,2033.06.30,47.4878252,19.092753,ok,"Budapest, Orczy út 46-48, 1089 Hungary","https://www.google.com/maps/place/Budapest,+Orczy+%C3%BAt+46-48,+1089+Hungary/@47.4878252,19.092753,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dcec3bad51b5:0x645ab7d718d410e5!8m2!3d47.4878252!4d19.092753!16s%2Fg%2F11y3ljzbmr?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Orczy Tabak Bt,DKE1700000027,1032 Budapest 03. ker. Kiscelli utca 14,2013.07.01,2033.06.30,47.538953,19.0378671,ok,"Budapest, Kiscelli u. 14, 1032 Hungary","https://www.google.com/maps/place/Budapest,+Kiscelli+u.+14,+1032+Hungary/@47.538953,19.0378671,17z/data=!3m1!4b1!4m6!3m5!1s0x4741d95cf9e839d1:0x472c7cd8c762b1b6!8m2!3d47.538953!4d19.0378671!16s%2Fg%2F11gm_9v427?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Orczy Tabak Bt,DKE1700000028,1039 Budapest 03. ker. Heltai Jenő tér 3.,2013.07.01,2033.06.30,47.5982233,19.0580001,ok,"Budapest, Heltai Jenő tér 3, 1039 Hungary","https://www.google.com/maps/place/Budapest,+Heltai+Jen%C5%91+t%C3%A9r+3,+1039+Hungary/@47.5982233,19.0580001,17z/data=!3m1!4b1!4m6!3m5!1s0x4741d9dfbcad007b:0x573b374480bf5849!8m2!3d47.5982233!4d19.0580001!16s%2Fg%2F11q2vy33jc?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Orkisen-528 Tabak Bt,DKE1010000265,"1125 Budapest, Márvány utca 33",2022.09.10,2033.06.30,47.4950263,19.0204607,ok,"Budapest, Márvány u. 33, 1126 Hungary","https://www.google.com/maps/place/Budapest,+M%C3%A1rv%C3%A1ny+u.+33,+1126+Hungary/@47.4950263,19.0204607,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dde34b39e001:0x24ad5f3cb6181266!8m2!3d47.4950263!4d19.0204607!16s%2Fg%2F11vx4smgy8?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Orkisen-528 Tabak Bt,DKE1010000266,"1126 Budapest, Királyhágó tér 2.",2022.09.10,2033.06.30,47.4958298,19.0190595,ok,"Budapest, Királyhágó tér 2, 1126 Hungary","https://www.google.com/maps/place/Budapest,+Kir%C3%A1lyh%C3%A1g%C3%B3+t%C3%A9r+2,+1126+Hungary/@47.4958298,19.0190595,17z/data=!3m1!4b1!4m6!3m5!1s0x4741de9d60cea0e7:0xfb9bc7d42aad1610!8m2!3d47.4958298!4d19.0190595!16s%2Fg%2F11xkjbjh89?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Orkisen-528 Tabak Bt,DKE1010000294,"1125 Budapest, Szarvas Gábor utca 8.",2022.09.10,2033.06.30,47.512835,18.9945314,ok,"Budapest, Szarvas Gábor út 8, 1125 Hungary","https://www.google.com/maps/place/Budapest,+Szarvas+G%C3%A1bor+%C3%BAt+8,+1125+Hungary/@47.512835,18.9945314,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dec15eedf3b5:0x224336b6cd12611e!8m2!3d47.512835!4d18.9945314!16s%2Fg%2F11fwhm7ff3?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Ozayer Pipa Bt.,DKE1010000202,1094 Budapest 09. ker. Mester utca 4-6,2013.07.01,2033.06.30,47.4817426,19.0690512,no_place,,"https://www.google.com/maps/search/1094+Budapest+09.+ker.+Mester+utca+4-6/@47.4793621,19.0724496,17z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Ozayer Pipa Bt.,DKE1010000215,1095 Budapest 09. ker. Mester utca 46,2013.07.01,2033.06.30,47.478606,19.0739844,no_place,,"https://www.google.com/maps/search/1095+Budapest+09.+ker.+Mester+utca+46/@47.4763179,19.0753033,16z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Ozayer Pipa Bt.,DKE1600000219,1082 Budapest 08. ker. Harminckettesek tere 6,2013.07.01,2033.06.30,47.4892126,19.0714436,ok,"Budapest, Harminckettesek tere 6, 1082 Hungary","https://www.google.com/maps/place/Budapest,+Harminckettesek+tere+6,+1082+Hungary/@47.4892126,19.0714436,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc58e80854f3:0x4dbf5b3b348aae26!8m2!3d47.4892126!4d19.0714436!16s%2Fg%2F11zb70758b?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Ozin Tobacco Bt.,DKE1010000240,1095 Budapest 09. ker. Vágóhíd utca 3.,2013.07.01,2033.06.30,47.4720159,19.0779596,ok,"Budapest, Vágóhíd u. 3, 1097 Hungary","https://www.google.com/maps/place/Budapest,+V%C3%A1g%C3%B3h%C3%ADd+u.+3,+1097+Hungary/@47.4720159,19.0779596,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dd032bcf5e35:0x6c946d53dd5eecaa!8m2!3d47.4720159!4d19.0779596!16s%2Fg%2F11c29ddvqk?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Ozin Tobacco Bt.,DKE1010000300,1094 Budapest 09. ker. Ferenc körút 41.,2013.07.01,2033.06.30,47.4846159,19.0698947,no_place,,"https://www.google.com/maps/search/1094+Budapest+09.+ker.+Ferenc+k%C3%B6r%C3%BAt+41./@47.4863419,19.088778,15z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Ozin Tobacco Bt.,DKE1600000246,1081 Budapest 08. ker. Népszínház utca 59,2013.07.01,2033.06.30,47.4935814,19.0816039,no_place,,"https://www.google.com/maps/search/1081+Budapest+08.+ker.+N%C3%A9psz%C3%ADnh%C3%A1z+utca+59/@47.4949501,19.0760475,16z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
Ozin Tobacco Bt.,DKE1600000286,1081 Budapest 08. ker. Népszínház utca 13,2013.07.01,2033.06.30,47.4957805,19.0720566,ok,"Budapest, Népszínház u. 13, 1081 Hungary","https://www.google.com/maps/place/Budapest,+N%C3%A9psz%C3%ADnh%C3%A1z+u.+13,+1081+Hungary/@47.4957805,19.0720566,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc60a91d1e7f:0xf5cbc18abd3fe97c!8m2!3d47.4957805!4d19.0720566!16s%2Fg%2F11nnkmn4k9?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
P-57 Tabak Bt.,DKE1700000176,"1021 Budapest, Budenz utca 24.",2022.08.30,2033.06.30,47.5203389,18.9876359,ok,"Budapest, Budenz út 24, 1021 Hungary","https://www.google.com/maps/place/Budapest,+Budenz+%C3%BAt+24,+1021+Hungary/@47.5203389,18.9876359,17z/data=!3m1!4b1!4m6!3m5!1s0x4741ded081ddb421:0xcf9eb0e05ad29027!8m2!3d47.5203389!4d18.9876359!16s%2Fg%2F11j34pbf73?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwOS4wIKXMDSoASAFQAw%3D%3D"
